id,district,police_station,crime_category,crime_subcategory,reported_cases,severity,year,month,source,source_url,data_precision,is_synthetic
3989,Shahdara,Shahdara Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3990,South,South Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3991,South East,South East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3992,South West,South West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3993,West,West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3994,Central,Central Central PS,Voyeurism,Sec 354C IPC,6,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3995,East,East Central PS,Voyeurism,Sec 354C IPC,15,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3996,New Delhi,New Delhi Central PS,Voyeurism,Sec 354C IPC,3,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3997,North,North Central PS,Voyeurism,Sec 354C IPC,7,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3998,North East,North East Central PS,Voyeurism,Sec 354C IPC,17,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
3999,North West,North West Central PS,Voyeurism,Sec 354C IPC,29,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4000,Shahdara,Shahdara Central PS,Voyeurism,Sec 354C IPC,12,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4001,South,South Central PS,Voyeurism,Sec 354C IPC,22,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4002,South East,South East Central PS,Voyeurism,Sec 354C IPC,18,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4003,South West,South West Central PS,Voyeurism,Sec 354C IPC,14,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4004,West,West Central PS,Voyeurism,Sec 354C IPC,17,5,2022,4,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4005,Central,Central Central PS,Rape,Sec 376 IPC,4,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4006,East,East Central PS,Rape,Sec 376 IPC,9,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4007,New Delhi,New Delhi Central PS,Rape,Sec 376 IPC,2,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4008,North,North Central PS,Rape,Sec 376 IPC,4,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4009,North East,North East Central PS,Rape,Sec 376 IPC,10,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4010,North West,North West Central PS,Rape,Sec 376 IPC,18,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4011,Shahdara,Shahdara Central PS,Rape,Sec 376 IPC,8,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4012,South,South Central PS,Rape,Sec 376 IPC,12,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4013,South East,South East Central PS,Rape,Sec 376 IPC,12,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4014,South West,South West Central PS,Rape,Sec 376 IPC,11,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4015,West,West Central PS,Rape,Sec 376 IPC,11,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4016,Central,Central Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,3,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4017,East,East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,6,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4018,New Delhi,New Delhi Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,1,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4019,North,North Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,4,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4020,North East,North East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,8,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4021,North West,North West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,15,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4022,Shahdara,Shahdara Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,6,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4023,South,South Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,10,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4024,South East,South East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,8,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4025,South West,South West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,8,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4026,West,West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,10,7,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4027,Central,Central Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,5,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4028,East,East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,10,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4029,New Delhi,New Delhi Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,2,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4030,North,North Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,6,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4031,North East,North East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,12,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4032,North West,North West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,20,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4033,Shahdara,Shahdara Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,8,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4034,South,South Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,14,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4035,South East,South East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,12,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4036,South West,South West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,10,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4037,West,West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,15,8,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4038,Central,Central Central PS,Stalking,Sec 354D IPC,4,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4039,East,East Central PS,Stalking,Sec 354D IPC,9,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4040,New Delhi,New Delhi Central PS,Stalking,Sec 354D IPC,2,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4041,North,North Central PS,Stalking,Sec 354D IPC,4,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4042,North East,North East Central PS,Stalking,Sec 354D IPC,9,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4043,North West,North West Central PS,Stalking,Sec 354D IPC,17,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4044,Shahdara,Shahdara Central PS,Stalking,Sec 354D IPC,7,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4045,South,South Central PS,Stalking,Sec 354D IPC,13,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4046,South East,South East Central PS,Stalking,Sec 354D IPC,11,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4047,South West,South West Central PS,Stalking,Sec 354D IPC,9,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4048,West,West Central PS,Stalking,Sec 354D IPC,14,6,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4049,Central,Central Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,9,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4050,East,East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,16,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4051,New Delhi,New Delhi Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,3,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4052,North,North Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,11,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4053,North East,North East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,20,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4054,North West,North West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,38,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4055,Shahdara,Shahdara Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,15,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4056,South,South Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,28,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4057,South East,South East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,26,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4058,South West,South West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,21,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4059,West,West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,26,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4060,Central,Central Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4061,East,East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4062,New Delhi,New Delhi Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4063,North,North Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4064,North East,North East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4065,North West,North West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4066,Shahdara,Shahdara Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4067,South,South Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4068,South East,South East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4069,South West,South West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4070,West,West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4071,Central,Central Central PS,Voyeurism,Sec 354C IPC,5,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4072,East,East Central PS,Voyeurism,Sec 354C IPC,11,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4073,New Delhi,New Delhi Central PS,Voyeurism,Sec 354C IPC,2,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4074,North,North Central PS,Voyeurism,Sec 354C IPC,6,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4075,North East,North East Central PS,Voyeurism,Sec 354C IPC,15,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4076,North West,North West Central PS,Voyeurism,Sec 354C IPC,25,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4077,Shahdara,Shahdara Central PS,Voyeurism,Sec 354C IPC,10,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4078,South,South Central PS,Voyeurism,Sec 354C IPC,16,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4079,South East,South East Central PS,Voyeurism,Sec 354C IPC,16,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4080,South West,South West Central PS,Voyeurism,Sec 354C IPC,13,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4081,West,West Central PS,Voyeurism,Sec 354C IPC,17,5,2022,5,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4082,Central,Central Central PS,Rape,Sec 376 IPC,4,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4083,East,East Central PS,Rape,Sec 376 IPC,9,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4084,New Delhi,New Delhi Central PS,Rape,Sec 376 IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4085,North,North Central PS,Rape,Sec 376 IPC,5,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4086,North East,North East Central PS,Rape,Sec 376 IPC,11,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4087,North West,North West Central PS,Rape,Sec 376 IPC,19,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4088,Shahdara,Shahdara Central PS,Rape,Sec 376 IPC,6,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4089,South,South Central PS,Rape,Sec 376 IPC,13,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4090,South East,South East Central PS,Rape,Sec 376 IPC,10,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4091,South West,South West Central PS,Rape,Sec 376 IPC,9,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4092,West,West Central PS,Rape,Sec 376 IPC,13,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4093,Central,Central Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,4,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4094,East,East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,8,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4095,New Delhi,New Delhi Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,1,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4096,North,North Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,5,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4097,North East,North East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,11,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4098,North West,North West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,17,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4099,Shahdara,Shahdara Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,7,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4100,South,South Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,14,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4101,South East,South East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,12,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4102,South West,South West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,8,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4103,West,West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,14,7,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4104,Central,Central Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,5,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4105,East,East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4106,New Delhi,New Delhi Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,2,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4107,North,North Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,6,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4108,North East,North East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4109,North West,North West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,22,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4110,Shahdara,Shahdara Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,8,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4111,South,South Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,19,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4112,South East,South East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,16,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4113,South West,South West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4114,West,West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,17,8,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4115,Central,Central Central PS,Stalking,Sec 354D IPC,3,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4116,East,East Central PS,Stalking,Sec 354D IPC,9,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4117,New Delhi,New Delhi Central PS,Stalking,Sec 354D IPC,2,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4118,North,North Central PS,Stalking,Sec 354D IPC,5,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4119,North East,North East Central PS,Stalking,Sec 354D IPC,9,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4120,North West,North West Central PS,Stalking,Sec 354D IPC,18,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
